"Name","Line","Zones","NoteLength","Reasons","Preview"
"Dienger","5633","""Windurst"", ""Windurst Waters map = North|F-5""","114","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Windurst Waters in the past, for a small fee."
"Adrienaure","3045","""Adoulin"", ""Rala Waterways""","113","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Rala Waterways in the past, for a small fee."
"Bozack","1073","""Windurst"", ""Windurst Woods""","113","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Windurst Woods in the past, for a small fee."
"Juvillie","987","""Windurst"", ""Windurst Walls""","113","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Windurst Walls in the past, for a small fee."
"Lamepaue","76","""Bastok Markets""","113","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Bastok Markets in the past, for a small fee."
"Mashua","802","""Heavens Tower"", ""Windurst""","112","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Heavens Tower in the past, for a small fee."
"Sevah Kummekihn","1168","""Windurst"", ""Windurst Woods""","112","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Heavens Tower in the past, for a small fee."
"Tonule","944","""Port Windurst"", ""Windurst""","112","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Port Windurst in the past, for a small fee."
"Dehbi Moshal","2122","""Al Zahbi""","111","instruction wording","Notes: :Open: 6:00 - 21:00 :No longer closed on Firesday. :Refuses to sell items if Chayaya is taken prisoner."
"Gorvik","159","""Bastok Mines""","111","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Bastok Mines in the past, for a small fee."
"Jovial Rat","1695","""Sealion's Den"", ""Tavnazian Safehold""","111","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in the Sealion's Den in the past, for 10 gil."
"Dalba","302","""Port Bastok""","110","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Port Bastok in the past, for a small fee."
"Geuhbe","1330","""Jeuno"", ""Lower Jeuno""","110","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Lower Jeuno in the past, for a small fee."
"Seer Soromai","811","""Heavens Tower""","110","instruction wording","Summit of the Stars: * Starts the Summit of the Stars unlock quest on a level 75 job. * Talk twice to begin."
"Dhima Polevhia","1969","""Aht Urhgan Whitegate"", ""Al Zahbi""","109","wiki markup","Notes: Used in Puppetmaster crafted artifact armor: :*Puppetry Babouches :*Puppetry Dastanas :*Puppetry Tobe"
"Dohhel","1231","""Jeuno"", ""Port Jeuno""","109","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Port Jeuno in the past, for a small fee."
"Givorj","224","""Metalworks""","109","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Metalworks in the past, for a small fee."
"Tinjue","1454","""Jeuno"", ""Upper Jeuno""","109","instruction wording","Notes: This NPC will let you watch cutscenes that you have seen in Upper Jeuno in the past, for a small fee."
"Ulzana","4044","""Cutscenes""","109","wiki markup","Starts Quests: * | involved in missions Involved in Quests: * A Chocobo's Tale * Hitting the Marquisate"
"Battal","1541","""Selbina""","108","instruction wording","Notes: * This NPC will let you watch cut-scenes that you have seen in Selbina in the past, for a small fee."
"Ariesian Caster","3368","""Battle"", ""Garlaige Citadel (S)"", ""Windurst (S)""","107","wiki markup","Notes: :*Leader of the Ariesian Casters is Lutete. :*This squadron is only deployed to Garlaige Citadel. |"
"Divainy-Gamainy","2323","""Adoulin"", ""Western Adoulin""","107","wiki markup","Notes: Transmutation: * Transforms NQ Skirmish Armors to their High Quality (+1) versions with a {{KeyItem"
"Gehuha","2244","""Nashmau""","106","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Nashmau in the past, for a small fee."
"Zungutt","1943","""Rabao""","106","instruction wording","Notes: * This NPC will let you watch cut-scenes that you have seen in Rabao in the past, for a small fee."
"Beyzen","1750","""Kazham""","105","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Kazham in the past, for a small fee."
"Mathele","1633","""Mhaura""","105","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Mhaura in the past, for a small fee."
"Twinkbrix","4994","""Oldton Movalpolos""","105","wiki markup","Notes: Gambling: Twinkbrix likes to gamble, and if you play and win, he will reward you with a {{KeyItem"
"Bernal","4085","""Davoi""","103","instruction wording","Notes: * Located on a platform only accessible through Monastic Cavern, just across from Sedal-Godjal."
"Colleraie","1834","""Norg""","103","instruction wording","Notes: This NPC will let you watch cut-scenes that you have seen in Norg in the past, for a small fee."
"Chaupire","453","""Northern San d'Oria"", ""San d'Oria""","99","instruction wording","Notes: :Open: 6:00 - 21:00 :No longer closed on Firesday. :No longer shares stock with Cauzeriste."
"Eggbert","17","""Southern San d'Oria"", ""Windurst Woods"", ""Bastok Mines""","99","instruction wording","Easter Event: * Crystal Warrior egg exchange NPC. * Trades eggs 3-to-1 outside nation Mog Houses."
"Amulya","206","""Metalworks""","98","instruction wording","Notes: :Open: 8:00 - 23:00 :No longer closed Watersday. :No longer shares stock with Vicious Eye."
"Gabbot","3952","""Cut scenes only"", ""Cutscene""","97","wiki markup","Involved in Quests: * | Involved in Missions: * Bastok Mission 6-1: Return of the Talekeeper"
"Povall","3958","""Cut scenes only"", ""Cutscene""","97","wiki markup","Involved in Quests: * | Involved in Missions: * Bastok Mission 6-1: Return of the Talekeeper"
"Erich","310","""Abyssea"", ""Port Bastok""","96","wiki markup","Notes: * Supplies players with additional Traverser Stones. His stock is shared with Joachim. |"
"Fabien","1484","""Abyssea"", ""Ru'Lude Gardens""","96","wiki markup","Notes: * Supplies players with additional Traverser Stones. His stock is shared with Joachim. |"
"Fabricius","854","""Abyssea"", ""Port Windurst""","96","wiki markup","Notes: * Supplies players with additional Traverser Stones. His stock is shared with Joachim. |"
"Gilburt","602","""Abyssea"", ""Port San d'Oria""","96","wiki markup","Notes: * Supplies players with additional Traverser Stones. His stock is shared with Joachim. |"
"Jerrett","2872","""Abyssea"", ""Heavens Tower - Near fountain""","96","wiki markup","Notes: * Supplies players with additional Traverser Stones. His stock is shared with Joachim. |"
"Kevan","2556","""Bastok (S)"", ""Bastok Markets (S)""","95","instruction wording","Notes: * Trade Sealed Containers to him to receive the corresponding key item for SCNM battle."
"Lurouillat","2637","""San d'Oria (S)"", ""Southern San d'Oria (S)""","95","instruction wording","Notes: * Trade Sealed Containers to her to receive the corresponding key item for SCNM battle."
"Pogigi","2714","""Windurst (S)"", ""Windurst Waters (S)""","95","instruction wording","Notes: * Trade Sealed Containers to her to receive the corresponding key item for SCNM battle."
"Wondrix","2085","""Aht Urhgan Whitegate"", ""Al Zahbi""","95","wiki markup","Notes: * Bountibox has moved from Bhaflau Thickets to Aht Urhgan Whitegate (F-11). {{GobbieBox"
"Shuvo","2728","""Special Event"", ""Windurst (S)"", ""Windurst Waters (S)""","94","wiki markup","Notes: * Shuvo only appears at ({{Location Tooltip|area=Windurst Waters (S)|map=North|pos=G-7"
"Tcinono","1811","""Kazham""","94","wiki markup","Notes: Checks weather for the following locations: :*Yuhtunga Jungle :*Yhoator Jungle :*Jeuno"
"Yabby Tanmikey","1658","""Mhaura""","94","instruction wording","Notes: * Open: 8:00 - 23:00 *No longer closed Iceday. *No longer shares stock with Celestina."
"Giddy Sleipnir","5449","""Special Event"", ""Xarcabard""","93","wiki markup","Notes: * Roams Xarcabard followed by Fablinix and Goblin Year-ringers. *{{Information Needed"
"Maymunah","169","""Bastok Mines""","92","instruction wording","Notes: :Open: 8:00 - 23:00 :No longer closed Lightsday. :No longer shares stock with Odoba."
"Cauzeriste","446","""Northern San d'Oria"", ""San d'Oria""","91","instruction wording","Notes: :Open: Always :No longer closed on Firesday. :No longer shares stock with Chaupire."
"Ceraulian","583","""Port San d'Oria"", ""San d'Oria""","91","instruction wording","Starts Quests: * Chasing Quotas Involved in Quests: * The Holy Crest * Knight Stalker"
"Syndella","1521","""Jeuno"", ""Ru'Lude Gardens""","91","instruction wording; wiki markup","Notes: Speak with her after completing the first Trust quest and after obtaining {{KeyItem"
"Visala","115","""Bastok Markets""","89","instruction wording","Notes: * Open: 8:00 - 23:00 *No longer closed Iceday *No longer shares stock with Teerth"
"Palson","3837","""Chocobo Circuit""","88","wiki markup","Notes: * Shop inventory changes based on the rank of one's chocobo team. {{verification"
"Reinwald","3843","""Chocobo Circuit""","88","wiki markup","Notes: * Shop inventory changes based on the rank of one's chocobo team. {{verification"
"Shixo","2663","""San d'Oria (S)"", ""Southern San d'Oria (S)"", ""Special Event""","88","wiki markup","Notes: * Shixo only appears at ({{Location Tooltip|area=Southern San d'Oria (S)|pos=F-9"
"Cehn Teyohngo","5006","""Open sea route to Al Zahbi"", ""Outland""","87","instruction wording","Notes: * Open: 1:00 - 23:00 *Similar to, but does not share stock with Pashi Maccaleh."
"Kagero","4235","""Far East""","87","wiki markup","Involved in Missions: * Several Rhapsodies of Vana'diel Missions{{Information Needed"
"Pulloie","537","""Northern San d'Oria"", ""San d'Oria""","87","instruction wording","Notes: * This NPC will give you a room in the Residential Area if you talk to him/her."
"Aznahf","3935","""Cut scenes"", ""Cutscene""","86","wiki markup","Involved in Quests: * Luck of the Draw * Equipped for All Occasions {{Verification"
"Mutihb","3939","""Cut scenes"", ""Cutscene""","86","wiki markup","Involved in Quests: * Luck of the Draw * Equipped for All Occasions {{Verification"
"Orsa-Porsa","3116","""Adoulin"", ""Morimar Basalt Fields""","86","instruction wording","Starts Quests: * Talk About Wrinkly Skin Involved in Quests: * Did You Feel That?"
"Pashi Maccaleh","5009","""Open sea route to Mhaura"", ""Outland""","86","instruction wording","Notes: * Open: 1:00 - 23:00 *Similar to, but does not share stock with Cehn Teyohngo."
"Apollyon Operator","3183","""Apollyon""","85","wiki markup","Notes: * Gives various explanations for the content flow within {{Cl|Limbus|Apollyon"
"Ohsi Shomahl","2044","""Aht Urhgan Whitegate"", ""Al Zahbi""","84","instruction wording","Notes: This NPC will let you change the background music while in the Kokba Hostel."
"Shenni","2585","""Bastok (S)"", ""Bastok Markets (S)"", ""Special Event""","84","wiki markup","Notes: * Shenni only appears at ({{Location Tooltip|area=Bastok Markets (S)|pos=F-9"
"Temenos Operator","5472","""Temenos""","84","wiki markup","Notes: * Gives various explanations for the content flow within {{Cl|Limbus|Temenos"
"Berangere","1963","""Aht Urhgan Whitegate"", ""Al Zahbi""","83","instruction wording","Notes: Trades completed astrarium from Nyzul Isle Uncharted Area Survey for armor."
"Sweepstox","1375","""Jeuno"", ""Lower Jeuno""","83","wiki markup","Notes: * Sweepstox has moved from Batallia Downs to Lower Jeuno (I-6). {{GobbieBox"
"Felisa","1613","""Mhaura""","82","instruction wording","Notes: * Ship bound for Mhaura or Open sea route to Al Zahbi rides costs 100 gil."
"Bountibox","134","""Bastok Mines""","81","wiki markup","Notes: * Bountibox has moved from Port Bastok to Bastok Mines (K-9). {{GobbieBox"
"Eideialc","4036","""Cutscenes"", ""San d'Oria""","80","wiki markup","Notes: An Adventurer encountered during various San d'Oria Missions. {{Spoiler3"
"Jidwahn","5049","""Outland"", ""Silver Sea route to Nashmau""","79","instruction wording","Notes: * Open: 1:00 - 23:00 *Similar to, but does not share stock with Yahliq."
"Othellius","2454","""Adoulin"", ""Cutscene"", ""Eastern Adoulin""","77","wiki markup","Involved in Quests: * A Barrel of Laughs * Flowers for Svenja{{Verification"
"Denvihr","304","""Port Bastok""","75","instruction wording","Notes: * Located on the airship dock accessible only with an Airship pass."
"Scavnix","5500","""Under the bridge in Windurst Walls at"", ""Windurst""","75","instruction wording","Notes: Need to go down a ramp at H-4 in order to find him under the bridge"
"Promurouve","1360","""Jeuno"", ""Lower Jeuno""","74","instruction wording","Notes: Located in the Chamber of Commerce, across from the Auction House."
"Luminous Coalescence","3395","""Battle"", ""Windurst (S)"", ""Windurst Waters (S), Garlaige Citadel (S)""","72","wiki markup","Notes: * Summoned by Lutete during Campaign Battles (up to 4 {{PAGENAME"
"Bhoyu Halpatacco","1752","""Kazham""","70","instruction wording","Notes: Outbound NPC to talk to for boarding the Kazham-Jeuno Airship."
"Jeanvirgaud","491","""Northern San d'Oria"", ""San d'Oria""","70","instruction wording","Notes: As of 7-12-2011 he is now located near the Mog House entrance."
"Apollyon Furnace","3180","""Apollyon""","69","instruction wording; wiki markup","Notes: * Accepts trades of pieces of {{Cl|Reforged Artifact Armor +3"
"Moblin Showman","4876","""Newton Movalpolos""","66","instruction wording","Notes: * Trade an Air Tank to this NPC to pop the Bugbear Matman."
